partition,elements,neighboring_ranks,max_mpi_faces_per_neighboring_rank,interior_elements,mpi_elements,mpi_faces,mpi_dr_faces,dynamic_rupture_faces,free_surface_faces,transparent_faces,mpi_copy_elements,mpi_ghost_elements
529,372,11,39,204,168,197,0,0,9,0,188,189
530,381,11,29,214,167,196,0,0,0,0,188,190
531,378,12,25,244,134,161,0,0,57,0,151,154
532,377,13,33,204,173,210,0,0,0,0,196,204
533,377,10,32,216,161,181,0,0,9,0,181,175
534,376,13,28,214,162,197,0,0,7,0,186,189
535,378,10,29,250,128,149,0,0,71,0,144,146
536,379,11,32,234,145,172,0,0,30,0,164,163
537,378,14,33,215,163,202,0,0,0,0,187,193
538,377,10,34,230,147,172,0,0,42,0,157,164
539,379,14,34,229,150,180,0,0,0,0,169,169
540,379,12,33,240,139,174,0,0,38,0,164,159
541,377,11,33,218,159,185,0,0,47,0,177,165
542,377,12,46,218,159,198,0,0,0,0,181,184
543,380,15,46,209,171,218,0,0,0,0,201,206
544,378,14,35,217,161,208,0,0,0,0,184,198
545,380,12,35,248,132,159,0,0,0,51,151,151
546,375,10,38,228,147,180,0,0,0,34,166,164
547,374,17,38,197,177,216,0,0,0,0,203,198
548,380,10,31,262,118,139,0,0,0,71,131,132
549,373,18,40,191,182,220,0,0,0,0,209,201
550,380,14,36,217,163,194,0,0,0,0,188,185
551,378,14,40,216,162,190,0,0,0,14,181,176
552,381,12,39,220,161,200,0,0,0,16,188,190
553,374,15,28,216,158,190,0,0,0,0,179,181
554,376,7,40,245,131,150,0,0,0,52,139,148
555,379,11,39,229,150,173,0,0,0,53,170,163
556,378,9,30,257,121,143,0,0,0,51,135,134
557,372,15,40,196,176,206,0,0,0,14,197,195
558,378,6,34,278,100,129,0,0,0,91,114,125
559,376,13,48,203,173,201,0,0,0,21,191,184
560,377,17,31,206,171,214,0,0,0,0,201,203
561,377,15,41,192,185,228,0,0,0,0,214,213
562,380,15,35,204,176,210,0,0,0,0,199,203
563,374,16,41,206,168,210,0,0,0,0,201,193
564,381,12,43,240,141,172,0,0,0,42,155,158
565,380,19,29,199,181,216,0,0,0,0,206,203
566,380,17,40,209,171,218,0,0,0,0,200,204
567,373,14,43,205,168,214,0,0,0,10,201,191
568,371,15,38,202,169,204,0,0,0,0,193,191
569,377,17,38,198,179,226,0,0,0,0,217,214
570,377,10,35,250,127,149,0,0,0,47,140,148
571,380,12,35,223,157,203,0,0,0,3,182,189
572,378,14,47,207,171,218,0,0,0,0,203,200
573,381,17,47,194,187,232,0,0,0,0,219,215
574,381,14,44,211,170,204,0,0,0,0,188,187
575,376,15,44,204,172,212,0,0,0,0,200,202
576,374,12,34,211,163,195,0,0,7,0,182,181
577,373,9,31,243,130,148,0,0,56,0,142,139
578,380,17,35,218,162,208,0,0,0,0,195,199
579,377,13,31,224,153,180,0,0,0,0,172,169
580,376,11,43,238,138,171,0,0,0,39,156,169
581,373,11,43,229,144,158,0,0,0,30,156,150
582,375,8,48,222,153,181,0,0,36,19,175,171
583,381,7,48,263,118,141,0,0,23,44,131,139
584,381,9,38,220,161,202,0,0,18,0,187,187
585,374,13,41,211,163,202,0,0,0,0,189,194
586,381,15,38,203,178,212,0,0,31,1,204,197
587,379,10,33,244,135,151,0,0,0,55,144,145
588,372,14,28,208,164,206,0,0,0,0,197,194
589,381,15,32,217,164,200,0,0,0,24,188,187
590,370,11,50,229,141,173,0,0,0,33,165,156
591,381,12,50,204,177,227,0,0,0,3,205,216
592,376,9,40,253,123,147,0,0,65,0,139,142
593,381,13,40,231,150,176,0,0,46,0,163,172
594,381,15,31,218,163,200,0,0,0,0,191,188
595,381,15,28,224,157,190,0,0,0,0,175,178
596,379,14,45,203,176,204,0,0,18,0,195,192
597,375,13,45,196,179,216,0,0,0,0,204,200
598,378,10,29,252,126,153,0,0,43,0,143,149
599,374,17,32,210,164,204,0,0,0,0,198,179
600,375,10,35,212,163,181,0,0,21,0,175,166
601,380,11,37,226,154,201,0,0,13,0,184,192
602,378,9,37,233,145,178,0,0,32,0,162,168
603,378,11,41,223,155,185,0,0,43,0,170,168
604,379,19,29,216,163,204,0,0,0,0,189,193
605,380,15,40,215,165,198,0,0,0,0,180,192
606,376,14,35,210,166,204,0,0,0,0,196,189
607,376,12,31,211,165,203,0,0,7,0,192,191
608,374,11,35,212,162,189,0,0,0,19,185,182
609,377,8,35,250,127,145,0,0,0,59,137,143
610,372,11,50,220,152,197,0,0,0,57,176,177
611,378,10,50,235,143,170,0,0,0,12,158,166
612,376,7,49,261,115,136,0,0,44,48,125,124
613,382,10,49,235,147,185,0,0,29,0,171,167
614,377,6,34,272,105,117,0,0,12,63,111,113
615,379,7,34,270,109,115,0,0,47,44,115,110
616,381,8,40,231,150,184,0,0,31,19,176,170
617,379,6,37,261,118,125,0,0,48,17,125,120
618,374,10,40,243,131,155,0,0,0,41,148,143
619,377,11,40,228,149,179,0,0,0,39,171,177
620,380,11,30,231,149,182,0,0,16,0,163,170
621,377,11,37,229,148,175,0,0,33,0,167,169
622,378,13,36,209,169,204,0,0,0,0,195,193
623,373,14,35,210,163,200,0,0,0,0,192,186
624,378,8,38,242,136,170,0,0,0,30,155,159
625,376,8,40,260,116,133,0,0,57,26,125,125
626,379,12,43,220,159,180,0,0,12,0,169,171
627,381,12,43,208,173,219,0,0,3,0,201,200
628,380,14,26,230,150,191,0,0,0,17,174,181
629,375,13,29,206,169,210,0,0,0,0,195,195
630,380,15,40,213,167,198,0,0,0,0,193,186
631,376,16,33,196,180,220,0,0,0,0,204,204
632,377,7,44,261,116,133,0,0,0,73,126,128
633,380,8,48,224,156,189,0,0,0,39,179,175
634,374,17,39,201,173,222,0,0,0,0,207,205
635,374,16,39,219,155,202,0,0,0,0,185,192
636,376,16,26,193,183,226,0,0,0,0,213,203
637,380,14,37,225,155,187,0,0,0,25,178,176
638,381,13,41,239,142,168,0,0,0,28,162,157
639,374,11,41,228,146,171,0,0,0,49,162,164
640,378,11,33,241,137,163,0,0,43,0,155,151
641,378,13,29,208,170,196,0,0,0,0,190,183
642,381,10,35,231,150,172,0,0,0,26,162,162
643,375,8,35,254,121,139,0,0,34,45,132,124
644,372,11,36,222,150,171,0,0,0,33,164,154
645,377,11,36,225,152,184,0,0,0,32,167,177
646,377,17,27,221,156,196,0,0,0,0,175,190
647,378,14,32,213,165,192,0,0,0,0,188,180
648,378,12,38,218,160,180,0,0,0,24,174,173
649,374,16,33,204,170,212,0,0,0,0,204,202
650,381,9,35,238,143,179,0,0,0,19,162,175
651,376,16,35,210,166,204,0,0,0,0,191,197
652,378,8,32,256,122,143,0,0,34,33,137,135
653,374,7,32,245,129,149,0,0,61,28,144,138
654,380,10,34,229,151,179,0,0,41,0,170,168
655,375,12,36,234,141,170,0,0,44,0,161,154
656,378,15,32,207,171,206,0,0,0,0,196,197
657,373,14,34,206,167,198,0,0,0,0,191,190
658,376,14,45,198,178,216,0,0,0,0,207,207
659,377,11,45,247,130,153,0,0,57,0,144,145
660,376,10,44,248,128,155,0,0,39,0,146,146
661,379,12,46,222,157,200,0,0,26,0,180,190
662,374,15,43,202,172,206,0,0,0,0,199,189
663,381,14,43,225,156,200,0,0,0,0,180,191
664,381,16,43,207,174,220,0,0,0,0,203,213
665,378,14,37,218,160,188,0,0,0,0,179,181
666,372,18,39,197,175,206,0,0,0,0,204,193
667,378,14,39,220,158,196,0,0,0,0,191,193
668,374,12,43,207,167,204,0,0,0,0,195,196
669,375,12,35,226,149,185,0,0,47,0,176,178
670,372,11,46,220,152,164,0,0,30,0,160,155
671,377,12,34,228,149,174,0,0,42,0,168,167
672,379,9,45,240,139,168,0,0,32,0,158,154
673,378,8,45,260,118,135,0,0,34,57,129,126
674,380,11,28,235,145,173,0,0,0,47,159,168
675,375,11,40,217,158,190,0,0,0,0,182,184
676,380,7,39,271,109,135,0,0,44,25,117,131
677,378,12,39,231,147,169,0,0,0,19,162,155
678,377,12,38,210,167,195,0,0,0,15,186,183
679,370,14,38,197,173,216,0,0,0,0,200,207
680,377,18,42,207,170,216,0,0,0,0,205,207
681,379,12,42,233,146,176,0,0,0,26,168,171
682,376,9,35,235,141,167,0,0,0,37,159,156
683,374,11,35,233,141,162,0,0,0,38,156,162
684,377,15,33,201,176,210,0,0,0,0,200,205
685,381,13,37,223,158,184,0,0,0,0,174,181
686,373,13,33,215,158,184,0,0,0,0,178,174
687,380,17,25,217,163,202,0,0,0,0,190,195
688,377,11,33,242,135,160,0,0,52,0,151,151
689,378,11,33,243,135,161,0,0,41,0,152,151
690,375,13,39,232,143,188,0,0,34,0,173,172
691,380,14,40,196,184,228,0,0,0,0,217,214
692,380,11,33,241,139,165,0,0,65,0,153,161
693,380,10,29,236,144,163,0,0,47,0,155,150
694,373,11,34,202,171,205,0,0,23,0,200,196
695,379,10,34,245,134,160,0,0,38,0,154,152
696,380,15,31,206,174,216,0,0,0,0,206,201
697,379,15,26,213,166,208,0,0,0,0,197,195
698,378,15,36,211,167,200,0,0,0,0,188,197
699,375,13,32,195,180,208,0,0,0,0,203,198
700,375,14,41,203,172,202,0,0,0,0,191,191
701,380,16,41,207,173,214,0,0,0,0,202,211
702,377,14,35,207,170,206,0,0,0,0,195,198
703,374,15,31,198,176,216,0,0,0,0,212,202
704,376,24,32,172,204,250,0,0,0,0,238,233
705,375,17,30,201,174,222,0,0,0,0,204,205
706,373,16,37,188,185,234,0,0,0,0,220,220
707,377,16,43,202,175,230,0,0,0,0,205,202
708,381,18,39,207,174,212,0,0,0,0,195,207
709,376,16,39,212,164,200,0,0,0,0,192,188
710,377,17,43,201,176,226,0,0,0,0,216,220
711,377,14,43,210,167,198,0,0,0,0,185,190
712,376,10,36,237,139,165,0,0,51,0,157,163
713,374,12,33,227,147,173,0,0,21,0,163,160
714,380,17,48,208,172,216,0,0,0,0,200,209
715,374,16,25,223,151,176,0,0,0,0,166,169
716,376,12,36,226,150,175,0,0,53,0,164,173
717,380,13,35,221,159,191,0,0,5,0,184,176
718,376,13,41,209,167,206,0,0,0,0,195,204
719,377,15,41,201,176,204,0,0,0,0,200,196
720,381,12,36,240,141,164,0,0,50,0,164,158
721,374,11,36,236,138,171,0,0,45,0,161,165
722,379,11,48,219,160,194,0,0,0,0,189,186
723,376,13,35,205,171,206,0,0,0,0,197,199
724,380,14,36,201,179,224,0,0,0,0,211,217
725,375,14,36,213,162,204,0,0,0,0,193,190
726,378,12,44,210,168,196,0,0,28,0,191,183
727,370,15,44,185,185,220,0,0,26,0,210,202
728,380,10,44,247,133,164,0,0,38,0,151,157
729,373,14,44,208,165,204,0,0,20,0,194,189
730,381,16,41,217,164,192,0,0,8,0,184,182
731,376,10,41,241,135,153,0,0,63,0,149,151
732,373,14,43,216,157,188,0,0,0,0,176,170
733,381,19,31,207,174,212,0,0,0,0,200,205
734,378,19,33,203,175,204,0,0,0,0,200,190
735,380,16,33,209,171,208,0,0,0,0,195,202
736,374,10,36,234,140,164,0,0,44,0,160,157
737,380,11,37,232,148,181,0,0,19,0,166,171
738,377,12,36,215,162,200,0,0,0,0,184,200
739,377,12,35,212,165,202,0,0,0,0,191,190
740,375,13,37,209,166,204,0,0,0,0,196,191
741,378,13,37,217,161,210,0,0,0,0,186,200
742,380,15,35,203,177,224,0,0,0,0,206,210
743,376,17,27,209,167,194,0,0,0,0,191,181
744,380,18,37,205,175,230,0,0,0,0,218,211
745,380,13,34,220,160,189,0,0,23,0,176,171
746,380,11,33,222,158,180,0,0,38,0,174,165
747,378,11,37,245,133,169,0,0,37,0,152,160
748,376,12,40,216,160,194,0,0,0,0,185,172
749,375,11,40,219,156,197,0,0,33,0,182,187
750,375,9,39,227,148,177,0,0,41,0,164,170
751,381,18,39,202,179,220,0,0,0,0,207,208
752,375,14,31,222,153,194,0,0,0,0,185,184
753,377,15,31,194,183,220,0,0,0,0,213,205
754,381,15,29,219,162,196,0,0,0,0,193,184
755,375,17,37,206,169,210,0,0,0,0,198,202
756,373,14,41,193,180,214,0,0,0,0,203,207
757,377,12,41,213,164,208,0,0,0,0,199,191
758,377,13,43,213,164,204,0,0,0,0,184,193
759,376,19,30,187,189,224,0,0,0,0,217,210
760,372,11,49,217,155,188,0,0,36,0,177,178
761,381,12,49,234,147,179,0,0,49,0,165,174
762,379,11,33,213,166,196,0,0,18,0,192,185
763,375,12,35,217,158,188,0,0,28,0,184,173
764,376,11,39,236,140,165,0,0,39,0,158,152
765,381,15,39,203,178,230,0,0,0,0,211,211
766,380,13,38,214,166,204,0,0,0,0,186,193
767,378,9,35,245,133,156,0,0,54,0,151,151
768,380,16,43,208,172,204,0,0,0,0,192,192
769,372,13,43,204,168,198,0,0,0,0,191,184
770,380,15,46,221,159,182,0,0,84,0,174,176
771,376,11,46,233,143,174,0,0,38,0,163,167
772,379,11,45,242,137,166,0,0,44,0,156,156
773,370,12,37,202,168,214,0,0,0,0,197,192
774,374,11,39,232,142,167,0,0,41,0,161,155
775,377,13,39,206,171,214,0,0,0,0,197,201
776,379,17,40,210,169,222,0,0,0,0,202,211
777,371,19,40,177,194,232,0,0,0,0,220,220
778,377,18,26,219,158,208,0,0,0,0,197,194
779,379,15,37,212,167,204,0,0,0,0,192,192
780,379,12,27,228,151,180,0,0,10,0,172,173
781,379,14,35,208,171,210,0,0,0,0,202,196
782,374,14,38,197,177,217,0,0,1,0,205,204
783,376,11,30,232,144,165,0,0,45,0,162,157
784,376,12,31,224,152,173,0,0,15,0,166,163
785,379,8,34,231,148,186,0,0,24,0,159,179
786,376,12,52,190,186,235,0,0,17,0,220,229
787,375,10,52,234,141,155,0,0,43,0,152,148
788,379,12,42,237,142,173,0,0,35,0,161,167
789,378,14,42,220,158,189,0,0,65,0,177,178
790,378,15,35,202,176,206,0,0,0,0,200,198
791,378,14,32,215,163,192,0,0,0,0,188,187
792,379,14,36,222,157,190,0,0,0,0,177,185
793,380,13,36,213,167,214,0,0,0,0,195,201
794,379,12,30,231,148,174,0,0,34,0,158,168
795,379,14,39,212,167,205,0,0,5,0,188,189
796,377,11,33,228,149,171,0,0,35,0,166,157
797,381,11,37,234,147,169,0,0,45,0,161,159
798,380,19,45,207,173,220,0,0,0,0,205,208
799,375,14,45,214,161,184,0,0,0,0,181,175
800,378,19,41,195,183,222,0,0,0,0,208,207
801,376,15,41,205,171,202,0,0,0,0,188,192
802,376,14,41,196,180,206,0,0,0,0,200,200
803,380,17,41,207,173,214,0,0,0,0,202,209
804,380,17,42,217,163,202,0,0,0,0,187,196
805,375,17,26,206,169,196,0,0,0,0,192,185
806,375,16,37,201,174,204,0,0,0,0,198,199
807,379,14,37,215,164,208,0,0,0,0,196,194
808,379,14,42,221,158,198,0,0,0,0,184,191
809,377,14,42,220,157,180,0,0,48,0,178,164
810,378,16,30,199,179,218,0,0,0,0,208,205
811,380,12,30,220,160,192,0,0,0,0,183,179
812,379,12,36,224,155,185,0,0,33,0,174,175
813,373,12,37,203,170,204,0,0,0,0,191,192
814,380,14,37,226,154,180,0,0,22,0,176,173
815,374,10,35,229,145,180,0,0,44,0,173,165
816,381,13,41,194,187,234,0,0,0,0,215,223
817,376,12,41,220,156,190,0,0,0,0,183,178
818,377,15,41,201,176,202,0,0,0,0,197,190
819,379,17,41,194,185,224,0,0,0,0,215,208
820,380,10,41,246,134,160,0,0,0,54,147,148
821,375,14,41,200,175,211,0,0,0,23,203,190
822,376,16,39,192,184,232,0,0,0,0,220,212
823,374,11,39,237,137,170,0,0,0,56,154,164
824,374,15,35,213,161,202,0,0,0,0,195,187
825,378,15,35,211,167,196,0,0,0,0,187,195
826,376,17,27,212,164,202,0,0,0,0,190,194
827,378,17,27,202,176,216,0,0,0,0,202,210
828,377,13,36,213,164,188,0,0,0,0,184,177
829,375,16,36,211,164,204,0,0,0,0,189,192
830,377,14,36,217,160,198,0,0,0,0,189,184
831,377,18,28,215,162,186,0,0,0,0,173,180
832,374,7,42,250,124,151,0,0,44,23,141,144
833,380,9,42,238,142,159,0,0,0,27,156,149
834,381,11,38,242,139,161,0,0,39,0,149,155
835,380,11,42,239,141,163,0,0,40,29,161,153
836,377,9,33,258,119,138,0,0,41,27,130,129
837,376,8,33,244,132,157,0,0,0,39,150,152
838,375,11,32,225,150,184,0,0,0,0,172,174
839,378,10,32,249,129,158,0,0,56,0,146,149
840,381,13,24,244,137,165,0,0,0,41,157,156
841,376,13,29,221,155,182,0,0,0,0,171,173
842,378,14,36,213,165,192,0,0,0,0,184,184
843,373,10,36,228,145,174,0,0,0,36,167,158
844,377,11,42,233,144,166,0,0,0,24,159,163
845,375,17,29,198,177,219,0,0,0,17,209,199
846,377,15,38,220,157,184,0,0,0,0,178,177
847,381,15,38,216,165,208,0,0,0,0,196,194
848,379,9,53,232,147,172,0,0,30,0,162,165
849,376,12,53,196,180,213,0,0,11,0,206,196
850,380,9,40,224,156,183,0,0,47,0,177,178
851,375,14,40,208,167,198,0,0,0,0,197,189
852,374,5,42,276,98,114,0,0,41,37,102,111
853,378,10,42,230,148,174,0,0,0,32,164,164
854,375,8,35,268,107,121,0,0,52,27,115,121
855,374,11,35,233,141,164,0,0,0,28,162,156
856,379,11,40,205,174,206,0,0,0,0,203,197
857,379,9,31,254,125,146,0,0,0,38,140,141
858,381,14,40,216,165,202,0,0,0,0,181,197
859,376,11,31,241,135,174,0,0,0,42,161,169
860,380,12,57,240,140,169,0,0,0,41,157,160
861,376,13,57,203,173,207,0,0,0,19,196,197
862,378,16,29,223,155,188,0,0,0,0,184,172
863,380,15,28,223,157,196,0,0,0,0,177,187
864,380,16,29,215,165,206,0,0,0,0,199,191
865,381,10,29,254,127,156,0,0,42,0,143,149
866,377,14,40,211,166,203,0,0,13,0,192,192
867,373,11,35,239,134,149,0,0,43,0,143,139
868,379,15,38,199,180,224,0,0,0,0,215,214
869,378,17,36,218,160,200,0,0,0,0,183,194
870,375,14,45,207,168,190,0,0,0,0,185,176
871,375,13,45,201,174,222,0,0,0,0,203,214
872,374,15,30,201,173,220,0,0,0,0,209,210
873,380,14,29,209,171,194,0,0,0,0,188,182
874,380,14,40,221,159,198,0,0,0,0,187,197
875,380,15,40,194,186,228,0,0,0,0,213,212
876,380,11,30,239,141,161,0,0,41,0,152,155
877,379,12,31,225,154,181,0,0,29,0,166,178
878,372,13,43,220,152,192,0,0,24,0,179,183
879,378,10,43,222,156,186,0,0,54,0,180,174
880,380,16,45,214,166,204,0,0,0,0,195,199
881,378,10,45,222,156,177,0,0,53,0,174,170
882,380,11,38,231,149,189,0,0,59,0,172,184
883,378,9,38,233,145,167,0,0,37,0,163,165
884,378,13,37,220,158,188,0,0,0,0,176,176
885,377,12,33,229,148,172,0,0,46,0,166,154
886,379,11,36,236,143,170,0,0,42,0,162,163
887,380,14,36,213,167,184,0,0,0,0,184,173
888,375,16,37,213,162,216,0,0,0,0,197,209
889,381,15,36,209,172,208,0,0,0,0,193,196
890,375,14,29,215,160,196,0,0,0,0,182,184
891,380,15,35,209,171,218,0,0,0,0,204,211
892,375,17,29,199,176,208,0,0,0,0,204,197
893,376,12,30,214,162,194,0,0,0,0,182,181
894,376,14,42,207,169,200,0,0,0,0,194,192
895,377,13,36,203,174,210,0,0,0,0,204,194
896,378,11,42,213,165,200,0,0,14,0,188,195
897,377,14,41,213,164,190,0,0,0,0,187,184
898,380,9,42,234,146,179,0,0,33,0,167,174
899,382,11,41,225,157,188,0,0,36,0,176,184
900,380,20,35,200,180,236,0,0,0,0,221,210
901,376,13,35,216,160,196,0,0,0,0,186,182
902,377,12,28,241,136,159,0,0,37,0,154,155
903,373,10,31,218,155,170,0,0,36,0,169,156
904,381,14,37,212,169,204,0,0,0,0,195,194
905,380,15,41,214,166,200,0,0,0,0,187,197
906,379,12,30,238,141,174,0,0,0,0,163,166
907,373,10,41,241,132,156,0,0,44,0,150,148
908,381,10,41,233,148,176,0,0,44,0,161,166
909,380,12,34,207,173,210,0,0,14,0,196,202
910,379,15,37,196,183,224,0,0,0,0,216,205
911,378,11,37,224,154,193,0,0,19,0,183,190
912,373,10,42,233,140,166,0,0,0,38,160,155
913,374,10,35,231,143,160,0,0,0,20,155,150
914,381,10,30,251,130,161,0,0,0,43,148,155
915,378,15,33,194,184,228,0,0,0,18,214,213
916,376,12,41,205,171,208,0,0,0,0,195,200
917,372,14,41,217,155,191,0,0,0,31,184,170
918,378,16,44,216,162,206,0,0,0,0,188,191
919,376,16,44,201,175,226,0,0,0,0,209,211
920,377,19,32,210,167,202,0,0,0,0,186,187
921,375,20,36,195,180,214,0,0,0,0,203,204
922,379,17,36,201,178,210,0,0,0,0,200,203
923,375,16,36,214,161,192,0,0,0,0,189,182
924,377,16,25,219,158,186,0,0,0,0,177,180
925,380,15,36,205,175,202,0,0,0,0,192,197
926,381,16,32,216,165,200,0,0,0,0,190,186
927,378,17,32,218,160,190,0,0,0,0,186,180
928,382,14,42,216,166,206,0,0,0,0,190,201
929,377,9,42,243,134,157,0,0,0,41,151,155
930,381,15,39,223,158,196,0,0,0,22,182,187
931,375,10,34,224,151,178,0,0,0,22,168,165
932,378,8,31,264,114,141,0,0,60,33,123,139
933,377,8,27,243,134,153,0,0,39,0,150,140
934,380,11,37,230,150,183,0,0,0,25,171,174
935,374,9,37,245,129,155,0,0,31,40,153,143
936,379,14,36,210,169,204,0,0,0,0,196,196
937,378,15,36,217,161,190,0,0,0,0,189,180
938,377,12,33,228,149,186,0,0,24,0,176,173
939,379,11,33,248,131,150,0,0,56,0,142,144
940,373,10,44,231,142,179,0,0,29,0,164,168
941,375,13,44,215,160,200,0,0,22,0,192,188
942,377,15,27,216,161,186,0,0,0,0,179,173
943,381,14,31,232,149,184,0,0,0,0,170,179
944,375,7,44,264,111,126,0,0,30,38,123,119
945,380,10,44,222,158,188,0,0,14,14,175,176
946,370,11,33,228,142,172,0,0,34,0,164,156
947,378,12,28,255,123,141,0,0,51,0,138,134
948,378,16,48,213,165,216,0,0,0,0,202,206
949,377,12,48,202,175,202,0,0,0,0,201,188
950,378,12,42,223,155,186,0,0,0,22,177,182
951,375,10,36,216,159,193,0,0,0,27,181,184
952,373,15,29,214,159,192,0,0,0,0,184,185
953,381,13,29,221,160,190,0,0,0,0,181,181
954,378,10,35,239,139,161,0,0,41,0,155,157
955,377,12,35,236,141,173,0,0,41,0,160,165
956,380,13,37,234,146,181,0,0,0,39,169,172
957,375,12,39,212,163,202,0,0,0,10,194,193
958,370,6,38,264,106,122,0,0,21,59,113,115
959,376,9,39,242,134,151,0,0,57,18,145,146
960,373,13,43,209,164,207,0,0,23,0,195,196
961,380,9,43,234,146,161,0,0,14,31,157,149
962,378,7,39,255,123,140,0,0,53,23,138,130
963,378,5,39,283,95,111,0,0,50,69,101,104
964,377,7,39,263,114,134,0,0,0,58,126,126
965,376,8,39,223,153,178,0,0,0,20,172,161
966,381,10,31,251,130,159,0,0,0,59,143,144
967,375,13,30,234,141,179,0,0,0,17,161,171
968,371,14,40,216,155,188,0,0,0,66,174,173
969,380,11,40,216,164,194,0,0,0,0,180,187
970,375,9,35,271,104,117,0,0,35,50,114,111
971,375,10,35,210,165,192,0,0,0,10,187,178
972,376,12,34,215,161,192,0,0,0,10,188,188
973,376,10,33,231,145,172,0,0,20,0,163,166
974,379,9,41,234,145,170,0,0,32,0,159,162
975,380,8,41,268,112,134,0,0,39,57,124,127
976,380,13,43,224,156,183,0,0,0,57,173,177
977,380,12,43,243,137,164,0,0,0,44,155,157
978,380,8,48,277,103,118,0,0,0,98,112,105
979,381,15,48,213,168,204,0,0,0,10,193,185
980,376,11,31,238,138,166,0,0,0,38,157,157
981,377,12,31,246,131,162,0,0,0,46,153,153
982,375,17,38,208,167,204,0,0,0,0,190,190
983,375,14,37,217,158,192,0,0,0,0,180,182
984,375,14,49,213,162,202,0,0,0,0,189,193
985,380,13,49,240,140,165,0,0,0,45,156,158
986,371,12,30,216,155,184,0,0,0,0,181,176
987,377,13,30,201,176,204,0,0,0,0,194,200
988,381,12,36,234,147,187,0,0,0,21,176,176
989,379,15,38,198,181,232,0,0,0,0,217,217
990,378,9,22,276,102,121,0,0,0,81,112,113
991,379,10,28,240,139,157,0,0,0,37,149,154
992,375,7,42,263,112,132,0,0,51,39,126,128
993,379,8,42,234,145,165,0,0,0,35,158,157
994,380,10,47,237,143,169,0,0,27,0,156,159
995,380,13,28,234,146,177,0,0,33,0,164,164
996,381,14,47,207,174,224,0,0,0,0,203,204
997,378,10,37,243,135,161,0,0,0,49,152,150
998,379,12,46,213,166,200,0,0,0,0,186,191
999,375,15,46,183,192,227,0,0,0,11,216,198
1000,376,10,37,234,142,176,0,0,66,0,163,163
1001,376,10,37,216,160,192,0,0,0,0,178,186
1002,381,14,37,206,175,212,0,0,0,0,203,201
1003,376,12,37,234,142,167,0,0,49,0,158,161
1004,379,12,34,227,152,173,0,0,25,0,167,161
1005,377,16,33,214,163,202,0,0,0,0,189,193
1006,375,15,32,214,161,198,0,0,0,0,187,190
1007,378,17,31,208,170,206,0,0,0,0,200,190
1008,374,9,45,231,143,178,0,0,36,0,167,166
1009,381,10,45,231,150,181,0,0,27,0,169,172
1010,375,9,49,228,147,165,0,0,55,0,157,162
1011,376,14,49,209,167,204,0,0,6,0,194,191
1012,380,15,36,212,168,202,0,0,0,0,196,190
1013,379,17,30,219,160,194,0,0,0,0,183,188
1014,376,12,45,208,168,208,0,0,0,0,199,193
1015,381,16,33,221,160,198,0,0,0,0,186,191
1016,380,16,45,200,180,226,0,0,0,0,212,218
1017,373,11,40,233,140,157,0,0,51,0,152,145
1018,375,10,42,224,151,178,0,0,42,0,171,164
1019,381,14,42,221,160,187,0,0,11,0,176,183
1020,378,15,34,213,165,206,0,0,0,0,202,192
1021,373,15,34,204,169,210,0,0,0,0,194,207
1022,377,11,38,234,143,171,0,0,37,0,162,164
1023,379,10,38,219,160,185,0,0,33,0,180,181
